req_id,domain,requirement_text,requirement_type,category,quality_label,is_ambiguous,is_duplicate,duplicate_group,is_testable,ambiguous_terms,word_count,notes
REQ-00294,Hospital Management,The system should be user-friendly and easy to use for all patients.,Non-Functional,Usability,ambiguous,1,0,,0,easy|user-friendly,12,
REQ-00295,Hospital Management,The system shall be secure and protect patient data appropriately.,Non-Functional,Security,ambiguous,1,0,,0,appropriate|appropriately,10,
REQ-00296,Hospital Management,The system shall load vaccination record pages quickly.,Non-Functional,Performance,ambiguous,1,0,,0,quickly,8,
REQ-00297,Hospital Management,The system shall be sufficiently robust for real world usage.,Non-Functional,Reliability,ambiguous,1,0,,0,robust,10,
REQ-00298,Hospital Management,The system shall scale up easily when the user base grows.,Non-Functional,Scalability,ambiguous,1,0,,0,easily,11,
REQ-00299,Hospital Management,The system shall provide good performance during peak hours.,Non-Functional,Performance,ambiguous,1,0,,0,good,9,
REQ-00300,Hospital Management,The system shall validate all mandatory fields of a vaccination record before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-00301,E-Learning Platform,The system shall allow students to pay for a enrolment using a credit or debit card.,Functional,payment,well-formed,0,0,,1,,16,
REQ-00302,E-Learning Platform,The system shall allow students to pay for a enrolment using a UPI transaction.,Functional,payment,well-formed,0,0,,1,,14,
REQ-00303,E-Learning Platform,The system shall generate a printable invoice for every completed enrolment.,Functional,payment,well-formed,0,0,,1,,11,
REQ-00304,E-Learning Platform,The system shall allow students to request a refund for a cancelled enrolment.,Functional,payment,well-formed,0,0,,1,,13,
REQ-00305,E-Learning Platform,The system shall allow administrators to apply a discount to a enrolment before payment.,Functional,payment,well-formed,0,0,,1,,14,
REQ-00306,E-Learning Platform,The system shall allow students to view the payment history of all past enrolments.,Functional,payment,well-formed,0,0,,1,,14,
REQ-00307,E-Learning Platform,The system shall mark a enrolment as failed if the payment gateway returns an error.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00308,E-Learning Platform,The system shall allow students to search for a course by course title.,Functional,search,well-formed,0,0,,1,,13,
REQ-00309,E-Learning Platform,The system shall allow students to update an existing course review.,Functional,update,well-formed,0,0,,1,,11,
REQ-00310,E-Learning Platform,The system shall allow students to view the details of a selected enrolment record.,Functional,read,well-formed,0,0,,1,,14,
REQ-00311,E-Learning Platform,The system shall allow administrators to approve a certificate submitted by a student.,Functional,workflow,well-formed,0,0,,1,,13,
REQ-00312,E-Learning Platform,The system shall send an SMS alert to the student when the status of a assignment changes.,Functional,notify,well-formed,0,0,,1,,17,
REQ-00313,E-Learning Platform,The system shall allow administrators to approve a course review submitted by a student.,Functional,workflow,well-formed,0,0,,1,,14,
REQ-00314,E-Learning Platform,The system shall allow students to download a course review as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-00315,E-Learning Platform,The system shall prevent a student from submitting a duplicate assignment.,Functional,validation,well-formed,0,0,,1,,11,
REQ-00316,E-Learning Platform,The system shall allow students to view the details of a selected course.,Functional,read,well-formed,0,0,,1,,13,
REQ-00317,E-Learning Platform,The system shall send an SMS alert to the student when the status of a course changes.,Functional,notify,well-formed,0,0,,1,,17,
REQ-00318,E-Learning Platform,The system shall allow students to add a comment to a quiz.,Functional,collaboration,well-formed,0,0,,1,,12,
REQ-00319,E-Learning Platform,The system shall allow students to add a comment to a course review.,Functional,collaboration,well-formed,0,0,,1,,13,
REQ-00320,E-Learning Platform,The system shall allow administrators to archive a course older than one year.,Functional,archival,well-formed,0,0,,1,,13,
REQ-00321,E-Learning Platform,The system shall allow students to delete a lecture video that is no longer required.,Functional,delete,well-formed,0,0,,1,,15,
REQ-00322,E-Learning Platform,The system shall allow students to export the list of lecture videos as a CSV file.,Functional,export,well-formed,0,0,,1,,16,
REQ-00323,E-Learning Platform,The system shall restrict access to a enrolment record to the student who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-00324,E-Learning Platform,The system shall allow administrators to view a dashboard summarising course counts by status.,Functional,report,well-formed,0,0,,1,,14,
REQ-00325,E-Learning Platform,The system shall allow administrators to approve a assignment submitted by a student.,Functional,workflow,well-formed,0,0,,1,,13,
REQ-00326,E-Learning Platform,The system shall allow students to export the list of discussion threads as a CSV file.,Functional,export,well-formed,0,0,,1,,16,
REQ-00327,E-Learning Platform,The system shall allow students to view the details of a selected study note.,Functional,read,well-formed,0,0,,1,,14,
REQ-00328,E-Learning Platform,The system shall prevent a student from submitting a duplicate course review.,Functional,validation,well-formed,0,0,,1,,12,
REQ-00329,E-Learning Platform,The system shall allow administrators to approve a discussion thread submitted by a student.,Functional,workflow,well-formed,0,0,,1,,14,
REQ-00330,E-Learning Platform,The system shall allow students to add a comment to a enrolment record.,Functional,collaboration,well-formed,0,0,,1,,13,
REQ-00331,E-Learning Platform,The system shall prevent a student from submitting a duplicate certificate.,Functional,validation,well-formed,0,0,,1,,11,
REQ-00332,E-Learning Platform,The system shall display a paginated list of discussion threads with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-00333,E-Learning Platform,The system shall allow students to download a lecture video as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-00334,E-Learning Platform,The system shall allow students to update an existing certificate.,Functional,update,well-formed,0,0,,1,,10,
REQ-00335,E-Learning Platform,The system shall allow students to create a new lecture video.,Functional,create,well-formed,0,0,,1,,11,
REQ-00336,E-Learning Platform,The system shall allow administrators to approve a enrolment record submitted by a student.,Functional,workflow,well-formed,0,0,,1,,14,
REQ-00337,E-Learning Platform,The system shall record the date and time at which each lecture video is modified.,Functional,audit,well-formed,0,0,,1,,15,
REQ-00338,E-Learning Platform,The system shall allow students to attach a supporting document to a learning path.,Functional,attachment,well-formed,0,0,,1,,14,
REQ-00339,E-Learning Platform,The system shall allow administrators to reject a course with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,13,
REQ-00340,E-Learning Platform,The system shall record the date and time at which each certificate is modified.,Functional,audit,well-formed,0,0,,1,,14,
REQ-00341,E-Learning Platform,The system shall display the current status of each discussion thread on the student dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-00342,E-Learning Platform,The system shall send an email notification to the student when a study note is created.,Functional,notify,well-formed,0,0,,1,,16,
REQ-00343,E-Learning Platform,The system shall restrict access to a course review to the student who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-00344,E-Learning Platform,The system shall allow administrators to reject a lecture video with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,14,
REQ-00345,E-Learning Platform,The system shall allow students to sort the list of learning paths by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-00346,E-Learning Platform,The system shall allow students to create a new assignment.,Functional,create,well-formed,0,0,,1,,10,
REQ-00347,E-Learning Platform,The system shall allow administrators to archive a discussion thread older than one year.,Functional,archival,well-formed,0,0,,1,,14,
REQ-00348,E-Learning Platform,The system shall restrict access to a certificate to the student who created it.,Functional,authorization,well-formed,0,0,,1,,14,
REQ-00349,E-Learning Platform,The system shall allow students to sort the list of enrolment records by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-00350,E-Learning Platform,The system shall display the current status of each assignment on the student dashboard.,Functional,read,well-formed,0,0,,1,,14,
REQ-00351,E-Learning Platform,The system shall allow students to download a quiz as a PDF document.,Functional,export,well-formed,0,0,,1,,13,
REQ-00352,E-Learning Platform,The system shall allow students to search for a course review by instructor.,Functional,search,well-formed,0,0,,1,,13,
REQ-00353,E-Learning Platform,The system shall allow administrators to generate a monthly report of all study notes.,Functional,report,well-formed,0,0,,1,,14,
REQ-00354,E-Learning Platform,The system shall allow students to add a comment to a course.,Functional,collaboration,well-formed,0,0,,1,,12,
REQ-00355,E-Learning Platform,The system shall allow students to add a comment to a certificate.,Functional,collaboration,well-formed,0,0,,1,,12,
REQ-00356,E-Learning Platform,The system shall display a paginated list of learning paths with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-00357,E-Learning Platform,The system shall allow administrators to approve a learning path submitted by a student.,Functional,workflow,well-formed,0,0,,1,,14,
REQ-00358,E-Learning Platform,The system shall prevent a student from submitting a duplicate discussion thread.,Functional,validation,well-formed,0,0,,1,,12,
REQ-00359,E-Learning Platform,The system shall send an SMS alert to the student when the status of a study note changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-00360,E-Learning Platform,The system shall allow students to attach a supporting document to a quiz.,Functional,attachment,well-formed,0,0,,1,,13,
REQ-00361,E-Learning Platform,The system shall allow students to create a new discussion thread.,Functional,create,well-formed,0,0,,1,,11,
REQ-00362,E-Learning Platform,The system shall allow students to view the details of a selected course review.,Functional,read,well-formed,0,0,,1,,14,
REQ-00363,E-Learning Platform,The system shall allow students to save a study note for later use.,Functional,duplicate-pair,well-formed,0,0,E-L-DUP-1,1,,13,original of a near-duplicate pair
REQ-00364,E-Learning Platform,The system shall allow students to bookmark a study note for future reference.,Functional,duplicate-pair,duplicate,0,1,E-L-DUP-1,0,,13,restates the requirement above
REQ-00365,E-Learning Platform,The system shall allow students to cancel a enrolment record before it is processed.,Functional,duplicate-pair,well-formed,0,0,E-L-DUP-2,1,,14,original of a near-duplicate pair
REQ-00366,E-Learning Platform,The system shall allow students to withdraw a enrolment record prior to processing.,Functional,duplicate-pair,duplicate,0,1,E-L-DUP-2,0,,13,restates the requirement above
REQ-00367,E-Learning Platform,The system shall allow students to search for a learning path by subject.,Functional,duplicate-pair,well-formed,0,0,E-L-DUP-3,1,,13,original of a near-duplicate pair
REQ-00368,E-Learning Platform,The system shall provide a search facility that locates a learning path using subject.,Functional,duplicate-pair,duplicate,0,1,E-L-DUP-3,0,,14,restates the requirement above
REQ-00369,E-Learning Platform,The system shall send a confirmation message once a discussion thread is submitted.,Functional,duplicate-pair,well-formed,0,0,E-L-DUP-4,1,,13,original of a near-duplicate pair
REQ-00370,E-Learning Platform,The system shall notify the student after a discussion thread has been submitted successfully.,Functional,duplicate-pair,duplicate,0,1,E-L-DUP-4,0,,14,restates the requirement above
REQ-00371,E-Learning Platform,The system shall allow administrators to remove a lecture video from the system.,Functional,duplicate-pair,well-formed,0,0,E-L-DUP-5,1,,13,original of a near-duplicate pair
REQ-00372,E-Learning Platform,The system shall allow administrators to delete an existing lecture video record.,Functional,duplicate-pair,duplicate,0,1,E-L-DUP-5,0,,12,restates the requirement above
REQ-00373,E-Learning Platform,The system shall allow students to rate a completed enrolment from one to five stars.,Functional,duplicate-pair,well-formed,0,0,E-L-DUP-6,1,,15,original of a near-duplicate pair
REQ-00374,E-Learning Platform,The system shall allow students to give a star rating between one and five for a finished enrolment.,Functional,duplicate-pair,duplicate,0,1,E-L-DUP-6,0,,18,restates the requirement above
REQ-00375,E-Learning Platform,The system shall handle courses appropriately.,Functional,under-specified,ambiguous,1,0,,0,appropriate|appropriately,6,
REQ-00376,E-Learning Platform,The system shall manage learning paths in an efficient manner.,Functional,under-specified,ambiguous,1,0,,0,efficient,10,
REQ-00377,E-Learning Platform,The system shall process a certificate as quickly as possible.,Functional,under-specified,ambiguous,1,0,,0,as quickly as possible|quickly,10,
REQ-00378,E-Learning Platform,The system should support various operations on courses as needed.,Functional,under-specified,ambiguous,1,0,,0,as needed|various,10,
REQ-00379,E-Learning Platform,The system shall provide adequate options for managing lecture videos.,Functional,under-specified,ambiguous,1,0,,0,adequate,10,
REQ-00380,E-Learning Platform,The system shall display suitable information about each course review.,Functional,under-specified,ambiguous,1,0,,0,suitable,10,
REQ-00381,E-Learning Platform,The system shall deal with invalid enrolment record data properly.,Functional,under-specified,ambiguous,1,0,,0,properly,10,
REQ-00382,E-Learning Platform,The system shall support most of the common actions on a course.,Functional,under-specified,ambiguous,1,0,,0,common|most,12,
REQ-00383,E-Learning Platform,The system shall provide appropriate error messages when something goes wrong with a lecture video.,Functional,under-specified,ambiguous,1,0,,0,appropriate|something goes wrong,15,
REQ-00384,E-Learning Platform,The system shall be able to work with a reasonable number of courses.,Functional,under-specified,ambiguous,1,0,,0,reasonable,13,
REQ-00385,E-Learning Platform,The system shall display any study note search result within 2 seconds for 95 percent of requests.,Non-Functional,Performance,well-formed,0,0,,1,,17,
REQ-00386,E-Learning Platform,The system shall retain course review records for 7 years before permanent deletion.,Non-Functional,Compliance,well-formed,0,0,,1,,13,
REQ-00387,E-Learning Platform,The system shall process at least 200 enrolment submissions per minute at peak load.,Non-Functional,Performance,well-formed,0,0,,1,,14,
REQ-00388,E-Learning Platform,The system shall take an automated backup of the enrolment record database every 6 hours.,Non-Functional,Reliability,well-formed,0,0,,1,,15,
REQ-00389,E-Learning Platform,The system shall recover and resume an interrupted enrolment submission within 10 seconds of reconnection.,Non-Functional,Reliability,well-formed,0,0,,1,,15,
REQ-00390,E-Learning Platform,The system shall allow a new student to complete a enrolment within 3 minutes without external assistance.,Non-Functional,Usability,well-formed,0,0,,1,,17,
REQ-00391,E-Learning Platform,The system shall allow a student to download all personal data held about them within 48 hours of request.,Non-Functional,Compliance,well-formed,0,0,,1,,19,
REQ-00392,E-Learning Platform,The system shall expose all quiz operations through a documented REST API.,Non-Functional,Interoperability,well-formed,0,0,,1,,12,
REQ-00393,E-Learning Platform,The system should be user-friendly and easy to use for all students.,Non-Functional,Usability,ambiguous,1,0,,0,easy|user-friendly,12,
REQ-00394,E-Learning Platform,The system shall be secure and protect student data appropriately.,Non-Functional,Security,ambiguous,1,0,,0,appropriate|appropriately,10,
REQ-00395,E-Learning Platform,The system shall load course pages quickly.,Non-Functional,Performance,ambiguous,1,0,,0,quickly,7,
REQ-00396,E-Learning Platform,The system shall prevent a student from submitting a duplicate course.,Functional,validation,well-formed,0,0,,1,,11,
REQ-00397,E-Learning Platform,The system shall maintain an audit log of every change made to a learning path.,Functional,audit,well-formed,0,0,,1,,15,
REQ-00398,E-Learning Platform,The system shall allow students to delete a certificate that is no longer required.,Functional,delete,well-formed,0,0,,1,,14,
REQ-00399,E-Learning Platform,The system shall allow students to filter the list of discussion threads by status.,Functional,search,well-formed,0,0,,1,,14,
REQ-00400,E-Learning Platform,The system shall allow students to delete a study note that is no longer required.,Functional,delete,well-formed,0,0,,1,,15,
REQ-00401,Banking System,The system shall allow bank administrators to assign roles and permissions to a user account.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-00402,Banking System,The system shall allow account holders to pay for a transaction using a credit or debit card.,Functional,payment,well-formed,0,0,,1,,17,
REQ-00403,Banking System,The system shall allow account holders to pay for a transaction using a UPI transaction.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00404,Banking System,The system shall generate a printable invoice for every completed transaction.,Functional,payment,well-formed,0,0,,1,,11,
REQ-00405,Banking System,The system shall allow account holders to request a refund for a cancelled transaction.,Functional,payment,well-formed,0,0,,1,,14,
REQ-00406,Banking System,The system shall allow bank administrators to apply a discount to a transaction before payment.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00407,Banking System,The system shall allow account holders to view the payment history of all past transactions.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00408,Banking System,The system shall mark a transaction as failed if the payment gateway returns an error.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00409,Banking System,The system shall allow bank administrators to reject a debit card with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-00410,Banking System,The system shall allow account holders to view the details of a selected loan application.,Functional,read,well-formed,0,0,,1,,15,
REQ-00411,Banking System,The system shall allow account holders to search for a account statement by account number.,Functional,search,well-formed,0,0,,1,,15,
REQ-00412,Banking System,The system shall allow bank administrators to reject a savings account with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-00413,Banking System,The system shall send an SMS alert to the account holder when the status of a loan application changes.,Functional,notify,well-formed,0,0,,1,,19,
REQ-00414,Banking System,The system shall allow account holders to create a new cheque request.,Functional,create,well-formed,0,0,,1,,12,
REQ-00415,Banking System,The system shall allow account holders to filter the list of account statements by status.,Functional,search,well-formed,0,0,,1,,15,
REQ-00416,Banking System,The system shall send an email notification to the account holder when a transaction record is created.,Functional,notify,well-formed,0,0,,1,,17,
REQ-00417,Banking System,The system shall allow account holders to filter the list of standing instructions by status.,Functional,search,well-formed,0,0,,1,,15,
REQ-00418,Banking System,The system shall allow account holders to create a new debit card.,Functional,create,well-formed,0,0,,1,,12,
REQ-00419,Banking System,The system shall send an SMS alert to the account holder when the status of a fund transfer changes.,Functional,notify,well-formed,0,0,,1,,19,
REQ-00420,Banking System,The system shall send an SMS alert to the account holder when the status of a beneficiary changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-00421,Banking System,The system shall record the date and time at which each cheque request is modified.,Functional,audit,well-formed,0,0,,1,,15,
REQ-00422,Banking System,The system shall allow account holders to view the details of a selected service request.,Functional,read,well-formed,0,0,,1,,15,
REQ-00423,Banking System,The system shall send an email notification to the account holder when a service request is created.,Functional,notify,well-formed,0,0,,1,,17,
REQ-00424,Banking System,The system shall allow bank administrators to approve a savings account submitted by a account holder.,Functional,workflow,well-formed,0,0,,1,,16,
REQ-00425,Banking System,The system shall restrict access to a standing instruction to the account holder who created it.,Functional,authorization,well-formed,0,0,,1,,16,
REQ-00426,Banking System,The system shall display the current status of each standing instruction on the account holder dashboard.,Functional,read,well-formed,0,0,,1,,16,
REQ-00427,Banking System,The system shall display the current status of each service request on the account holder dashboard.,Functional,read,well-formed,0,0,,1,,16,
REQ-00428,Banking System,The system shall send an email notification to the account holder when a fund transfer is created.,Functional,notify,well-formed,0,0,,1,,17,
REQ-00429,Banking System,The system shall prevent a account holder from submitting a duplicate beneficiary.,Functional,validation,well-formed,0,0,,1,,12,
REQ-00430,Banking System,The system shall allow account holders to filter the list of cheque requests by status.,Functional,search,well-formed,0,0,,1,,15,
REQ-00431,Banking System,The system shall allow account holders to search for a service request by account number.,Functional,search,well-formed,0,0,,1,,15,
REQ-00432,Banking System,The system shall prevent a account holder from submitting a duplicate account statement.,Functional,validation,well-formed,0,0,,1,,13,
REQ-00433,Banking System,The system shall allow bank administrators to view a dashboard summarising account statement counts by status.,Functional,report,well-formed,0,0,,1,,16,
REQ-00434,Banking System,The system shall allow account holders to create a new standing instruction.,Functional,create,well-formed,0,0,,1,,12,
REQ-00435,Banking System,The system shall validate all mandatory fields of a savings account before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-00436,Banking System,The system shall allow account holders to sort the list of cheque requests by date of creation.,Functional,search,well-formed,0,0,,1,,17,
REQ-00437,Banking System,The system shall allow bank administrators to generate a monthly report of all loan applications.,Functional,report,well-formed,0,0,,1,,15,
REQ-00438,Banking System,The system shall allow account holders to download a account statement as a PDF document.,Functional,export,well-formed,0,0,,1,,15,
REQ-00439,Banking System,The system shall allow account holders to update an existing fund transfer.,Functional,update,well-formed,0,0,,1,,12,
REQ-00440,Banking System,The system shall allow account holders to attach a supporting document to a beneficiary.,Functional,attachment,well-formed,0,0,,1,,14,
REQ-00441,Banking System,The system shall allow account holders to attach a supporting document to a transaction record.,Functional,attachment,well-formed,0,0,,1,,15,
REQ-00442,Banking System,The system shall display a paginated list of service requests with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-00443,Banking System,The system shall allow account holders to delete a account statement that is no longer required.,Functional,delete,well-formed,0,0,,1,,16,
REQ-00444,Banking System,The system shall display a paginated list of cheque requests with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-00445,Banking System,The system shall allow account holders to filter the list of loan applications by status.,Functional,search,well-formed,0,0,,1,,15,
REQ-00446,Banking System,The system shall allow account holders to filter the list of fund transfers by status.,Functional,search,well-formed,0,0,,1,,15,
REQ-00447,Banking System,The system shall display the current status of each account statement on the account holder dashboard.,Functional,read,well-formed,0,0,,1,,16,
REQ-00448,Banking System,The system shall display a paginated list of beneficiarys with twenty entries per page.,Functional,read,well-formed,0,0,,1,,14,
REQ-00449,Banking System,The system shall allow account holders to download a cheque request as a PDF document.,Functional,export,well-formed,0,0,,1,,15,
REQ-00450,Banking System,The system shall allow bank administrators to archive a service request older than one year.,Functional,archival,well-formed,0,0,,1,,15,
REQ-00451,Banking System,The system shall allow account holders to export the list of debit cards as a CSV file.,Functional,export,well-formed,0,0,,1,,17,
REQ-00452,Banking System,The system shall allow account holders to create a new account statement.,Functional,create,well-formed,0,0,,1,,12,
REQ-00453,Banking System,The system shall allow bank administrators to archive a savings account older than one year.,Functional,archival,well-formed,0,0,,1,,15,
REQ-00454,Banking System,The system shall display the current status of each debit card on the account holder dashboard.,Functional,read,well-formed,0,0,,1,,16,
REQ-00455,Banking System,The system shall allow bank administrators to generate a monthly report of all beneficiarys.,Functional,report,well-formed,0,0,,1,,14,
REQ-00456,Banking System,The system shall allow bank administrators to archive a transaction record older than one year.,Functional,archival,well-formed,0,0,,1,,15,
REQ-00457,Banking System,The system shall allow account holders to search for a debit card by beneficiary name.,Functional,search,well-formed,0,0,,1,,15,
REQ-00458,Banking System,The system shall allow account holders to export the list of loan applications as a CSV file.,Functional,export,well-formed,0,0,,1,,17,
REQ-00459,Banking System,The system shall allow account holders to update an existing loan application.,Functional,update,well-formed,0,0,,1,,12,
REQ-00460,Banking System,The system shall send an email notification to the account holder when a beneficiary is created.,Functional,notify,well-formed,0,0,,1,,16,
REQ-00461,Banking System,The system shall allow account holders to create a new loan application.,Functional,create,well-formed,0,0,,1,,12,
REQ-00462,Banking System,The system shall allow account holders to view the details of a selected debit card.,Functional,read,well-formed,0,0,,1,,15,
REQ-00463,Banking System,The system shall allow account holders to save a account statement for later use.,Functional,duplicate-pair,well-formed,0,0,BAN-DUP-1,1,,14,original of a near-duplicate pair
REQ-00464,Banking System,The system shall allow account holders to bookmark a account statement for future reference.,Functional,duplicate-pair,duplicate,0,1,BAN-DUP-1,0,,14,restates the requirement above
REQ-00465,Banking System,The system shall allow account holders to cancel a cheque request before it is processed.,Functional,duplicate-pair,well-formed,0,0,BAN-DUP-2,1,,15,original of a near-duplicate pair
REQ-00466,Banking System,The system shall allow account holders to withdraw a cheque request prior to processing.,Functional,duplicate-pair,duplicate,0,1,BAN-DUP-2,0,,14,restates the requirement above
REQ-00467,Banking System,The system shall allow account holders to search for a fund transfer by account number.,Functional,duplicate-pair,well-formed,0,0,BAN-DUP-3,1,,15,original of a near-duplicate pair
REQ-00468,Banking System,The system shall provide a search facility that locates a fund transfer using account number.,Functional,duplicate-pair,duplicate,0,1,BAN-DUP-3,0,,15,restates the requirement above
REQ-00469,Banking System,The system shall send a confirmation message once a loan application is submitted.,Functional,duplicate-pair,well-formed,0,0,BAN-DUP-4,1,,13,original of a near-duplicate pair
REQ-00470,Banking System,The system shall notify the account holder after a loan application has been submitted successfully.,Functional,duplicate-pair,duplicate,0,1,BAN-DUP-4,0,,15,restates the requirement above
REQ-00471,Banking System,The system shall allow bank administrators to remove a debit card from the system.,Functional,duplicate-pair,well-formed,0,0,BAN-DUP-5,1,,14,original of a near-duplicate pair
REQ-00472,Banking System,The system shall allow bank administrators to delete an existing debit card record.,Functional,duplicate-pair,duplicate,0,1,BAN-DUP-5,0,,13,restates the requirement above
REQ-00473,Banking System,The system shall allow account holders to rate a completed transaction from one to five stars.,Functional,duplicate-pair,well-formed,0,0,BAN-DUP-6,1,,16,original of a near-duplicate pair
REQ-00474,Banking System,The system shall allow account holders to give a star rating between one and five for a finished transaction.,Functional,duplicate-pair,duplicate,0,1,BAN-DUP-6,0,,19,restates the requirement above
REQ-00475,Banking System,The system shall handle beneficiarys appropriately.,Functional,under-specified,ambiguous,1,0,,0,appropriate|appropriately,6,
REQ-00476,Banking System,The system shall manage debit cards in an efficient manner.,Functional,under-specified,ambiguous,1,0,,0,efficient,10,
REQ-00477,Banking System,The system shall process a service request as quickly as possible.,Functional,under-specified,ambiguous,1,0,,0,as quickly as possible|quickly,11,
REQ-00478,Banking System,The system should support various operations on savings accounts as needed.,Functional,under-specified,ambiguous,1,0,,0,as needed|various,11,
REQ-00479,Banking System,The system shall provide adequate options for managing fund transfers.,Functional,under-specified,ambiguous,1,0,,0,adequate,10,
REQ-00480,Banking System,The system shall display suitable information about each standing instruction.,Functional,under-specified,ambiguous,1,0,,0,suitable,10,
REQ-00481,Banking System,The system shall deal with invalid account statement data properly.,Functional,under-specified,ambiguous,1,0,,0,properly,10,
REQ-00482,Banking System,The system shall support most of the common actions on a beneficiary.,Functional,under-specified,ambiguous,1,0,,0,common|most,12,
REQ-00483,Banking System,The system shall provide appropriate error messages when something goes wrong with a service request.,Functional,under-specified,ambiguous,1,0,,0,appropriate|something goes wrong,15,
REQ-00484,Banking System,The system shall be able to work with a reasonable number of standing instructions.,Functional,under-specified,ambiguous,1,0,,0,reasonable,14,
REQ-00485,Banking System,The system shall display any standing instruction search result within 2 seconds for 95 percent of requests.,Non-Functional,Performance,well-formed,0,0,,1,,17,
REQ-00486,Banking System,The system shall allow a new account holder to complete a transaction within 3 minutes without external assistance.,Non-Functional,Usability,well-formed,0,0,,1,,18,
REQ-00487,Banking System,The system shall expose all account statement operations through a documented REST API.,Non-Functional,Interoperability,well-formed,0,0,,1,,13,
REQ-00488,Banking System,The system shall take an automated backup of the cheque request database every 6 hours.,Non-Functional,Reliability,well-formed,0,0,,1,,15,
REQ-00489,Banking System,The system shall retain savings account records for 7 years before permanent deletion.,Non-Functional,Compliance,well-formed,0,0,,1,,13,
REQ-00490,Banking System,The system shall allow a account holder to download all personal data held about them within 48 hours of request.,Non-Functional,Compliance,well-formed,0,0,,1,,20,
REQ-00491,Banking System,The system shall recover and resume an interrupted transaction submission within 10 seconds of reconnection.,Non-Functional,Reliability,well-formed,0,0,,1,,15,
REQ-00492,Banking System,The system shall process at least 200 transaction submissions per minute at peak load.,Non-Functional,Performance,well-formed,0,0,,1,,14,
REQ-00493,Banking System,The system should be user-friendly and easy to use for all account holders.,Non-Functional,Usability,ambiguous,1,0,,0,easy|user-friendly,13,
REQ-00494,Banking System,The system shall be secure and protect account holder data appropriately.,Non-Functional,Security,ambiguous,1,0,,0,appropriate|appropriately,11,
REQ-00495,Banking System,The system shall load standing instruction pages quickly.,Non-Functional,Performance,ambiguous,1,0,,0,quickly,8,
REQ-00496,Banking System,The system shall restrict access to a account statement to the account holder who created it.,Functional,authorization,well-formed,0,0,,1,,16,
REQ-00497,Banking System,The system shall allow account holders to add a comment to a cheque request.,Functional,collaboration,well-formed,0,0,,1,,14,
REQ-00498,Banking System,The system shall restrict access to a savings account to the account holder who created it.,Functional,authorization,well-formed,0,0,,1,,16,
REQ-00499,Banking System,The system shall display a paginated list of savings accounts with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-00500,Banking System,The system shall prevent a account holder from submitting a duplicate service request.,Functional,validation,well-formed,0,0,,1,,13,
REQ-00501,Hotel Booking,The system shall allow hotel managers to assign roles and permissions to a user account.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-00502,Hotel Booking,The system shall allow guests to pay for a reservation using a credit or debit card.,Functional,payment,well-formed,0,0,,1,,16,
REQ-00503,Hotel Booking,The system shall allow guests to pay for a reservation using a UPI transaction.,Functional,payment,well-formed,0,0,,1,,14,
REQ-00504,Hotel Booking,The system shall generate a printable invoice for every completed reservation.,Functional,payment,well-formed,0,0,,1,,11,
REQ-00505,Hotel Booking,The system shall allow guests to request a refund for a cancelled reservation.,Functional,payment,well-formed,0,0,,1,,13,
REQ-00506,Hotel Booking,The system shall allow hotel managers to apply a discount to a reservation before payment.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00507,Hotel Booking,The system shall allow guests to view the payment history of all past reservations.,Functional,payment,well-formed,0,0,,1,,14,
REQ-00508,Hotel Booking,The system shall mark a reservation as failed if the payment gateway returns an error.,Functional,payment,well-formed,0,0,,1,,15,
REQ-00509,Hotel Booking,The system shall allow guests to delete a room service request that is no longer required.,Functional,delete,well-formed,0,0,,1,,16,
REQ-00510,Hotel Booking,The system shall allow guests to view the details of a selected invoice.,Functional,read,well-formed,0,0,,1,,13,
